Audit_Hash_ID,Enterprise_Client,Infrastructure_Layer,Threat_Classification,Traffic_Volume_GB,Neural_Threat_Index,Breach_Compliance_Flag
SEC_MD5_001064,Apple Inc.,Edge Computing Node,Token Hijacking,30.043,80.29,1
SEC_MD5_001065,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,26.326,62.47,0
SEC_MD5_001066,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,10.338,45.52,0
SEC_MD5_001067,Meta Platforms,IAM Authentication Layer,Vector Injection,50.857,100.0,1
SEC_MD5_001068,Amazon Web Services,Distributed Core Database,Token Hijacking,36.706,95.1,1
SEC_MD5_001069,Amazon Web Services,API Gateway Endpoint,Token Hijacking,4.756,42.77,0
SEC_MD5_001070,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,6.83,43.57,0
SEC_MD5_001071,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,18.73,47.85,0
SEC_MD5_001072,Microsoft Corp.,IAM Authentication Layer,Vector Injection,21.947,79.46,1
SEC_MD5_001073,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,11.793,59.3,0
SEC_MD5_001074,Alphabet Inc.,Edge Computing Node,Vector Injection,19.993,56.47,0
SEC_MD5_001075,Apple Inc.,IAM Authentication Layer,Vector Injection,14.199,46.83,0
SEC_MD5_001076,Amazon Web Services,IAM Authentication Layer,Token Hijacking,40.868,100.0,1
SEC_MD5_001077,Microsoft Corp.,IAM Authentication Layer,Vector Injection,29.041,72.89,1
SEC_MD5_001078,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,9.078,63.29,0
SEC_MD5_001079,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,4.51,42.7,0
SEC_MD5_001080,Apple Inc.,Edge Computing Node,Token Hijacking,17.208,56.62,0
SEC_MD5_001081,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,11.172,42.7,0
SEC_MD5_001082,Apple Inc.,IAM Authentication Layer,Token Hijacking,3.655,25.15,0
SEC_MD5_001083,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,13.759,71.14,0
SEC_MD5_001084,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,25.281,95.43,1
SEC_MD5_001085,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,24.282,83.99,1
SEC_MD5_001086,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,17.86,60.58,0
SEC_MD5_001087,Amazon Web Services,Edge Computing Node,Vector Injection,16.821,68.86,0
SEC_MD5_001088,Meta Platforms,Distributed Core Database,Exfiltration Attempt,15.322,46.62,0
SEC_MD5_001089,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,7.4,66.62,0
SEC_MD5_001090,Microsoft Corp.,API Gateway Endpoint,Vector Injection,23.772,81.92,1
SEC_MD5_001091,Amazon Web Services,Edge Computing Node,Vector Injection,3.309,30.68,0
SEC_MD5_001092,Alphabet Inc.,Edge Computing Node,Token Hijacking,24.629,65.07,0
SEC_MD5_001093,Meta Platforms,Distributed Core Database,Vector Injection,7.517,60.78,0
SEC_MD5_001094,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,16.936,73.61,1
SEC_MD5_001095,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,11.589,59.59,0
SEC_MD5_001096,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,11.951,36.17,0
SEC_MD5_001097,Meta Platforms,Edge Computing Node,Token Hijacking,34.651,100.0,1
SEC_MD5_001098,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,19.195,80.07,1
SEC_MD5_001099,Amazon Web Services,Edge Computing Node,Vector Injection,11.254,78.18,1
SEC_MD5_001100,Amazon Web Services,Distributed Core Database,Token Hijacking,13.3,59.97,0
SEC_MD5_001101,Amazon Web Services,API Gateway Endpoint,Vector Injection,7.785,39.99,0
SEC_MD5_001102,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,18.961,78.25,1
SEC_MD5_001103,Amazon Web Services,API Gateway Endpoint,Token Hijacking,7.486,49.68,0
SEC_MD5_001104,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,36.396,100.0,1
SEC_MD5_001105,Alphabet Inc.,API Gateway Endpoint,Vector Injection,26.66,88.39,1
SEC_MD5_001106,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,46.248,100.0,1
SEC_MD5_001107,Amazon Web Services,Edge Computing Node,Vector Injection,5.925,56.91,0
SEC_MD5_001108,Microsoft Corp.,IAM Authentication Layer,Vector Injection,13.559,41.94,0
SEC_MD5_001109,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,18.817,70.7,0
SEC_MD5_001110,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,17.842,85.22,1
SEC_MD5_001111,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,16.508,54.36,0
SEC_MD5_001112,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,24.118,74.53,1
SEC_MD5_001113,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,11.776,47.25,0
SEC_MD5_001114,Amazon Web Services,Edge Computing Node,Token Hijacking,16.582,87.98,1
SEC_MD5_001115,Apple Inc.,API Gateway Endpoint,Vector Injection,12.441,69.55,0
SEC_MD5_001116,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,4.306,24.92,0
SEC_MD5_001117,Amazon Web Services,API Gateway Endpoint,Token Hijacking,30.19,73.85,1
SEC_MD5_001118,Alphabet Inc.,IAM Authentication Layer,Vector Injection,27.875,78.33,1
SEC_MD5_001119,Apple Inc.,IAM Authentication Layer,Vector Injection,40.79,84.72,1
SEC_MD5_001120,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,18.346,58.85,0
SEC_MD5_001121,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,6.966,48.88,0
SEC_MD5_001122,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,9.813,64.29,0
SEC_MD5_001123,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,20.516,61.33,0
SEC_MD5_001124,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,7.389,49.39,0
SEC_MD5_001125,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,16.107,58.23,0
SEC_MD5_001126,Apple Inc.,Edge Computing Node,Token Hijacking,24.182,85.04,1
SEC_MD5_001127,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,38.011,84.22,1
SEC_MD5_001128,Amazon Web Services,Edge Computing Node,Vector Injection,20.493,79.73,1
SEC_MD5_001129,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,8.949,63.76,0
SEC_MD5_001130,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,5.535,53.12,0
SEC_MD5_001131,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,6.995,60.63,0
SEC_MD5_001132,Apple Inc.,Distributed Core Database,Token Hijacking,8.996,51.69,0
SEC_MD5_001133,Amazon Web Services,API Gateway Endpoint,Vector Injection,39.983,90.85,1
SEC_MD5_001134,Meta Platforms,Distributed Core Database,Exfiltration Attempt,4.898,44.52,0
SEC_MD5_001135,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,18.605,66.61,0
SEC_MD5_001136,Microsoft Corp.,API Gateway Endpoint,Vector Injection,12.44,49.29,0
SEC_MD5_001137,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,14.819,70.52,0
SEC_MD5_001138,Alphabet Inc.,Edge Computing Node,Token Hijacking,29.632,90.25,1
SEC_MD5_001139,Apple Inc.,Distributed Core Database,Exfiltration Attempt,27.369,79.59,1
SEC_MD5_001140,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,40.09,100.0,1
SEC_MD5_001141,Meta Platforms,IAM Authentication Layer,Token Hijacking,13.438,56.38,0
SEC_MD5_001142,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,9.097,45.25,0
SEC_MD5_001143,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,9.554,52.9,0
SEC_MD5_001144,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,15.981,52.07,0
SEC_MD5_001145,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,19.859,60.19,0
SEC_MD5_001146,Apple Inc.,Distributed Core Database,Vector Injection,5.562,42.58,0
SEC_MD5_001147,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,17.047,53.23,0
SEC_MD5_001148,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,18.252,65.87,0
SEC_MD5_001149,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,39.603,100.0,1
SEC_MD5_001150,Alphabet Inc.,Distributed Core Database,Vector Injection,8.005,46.34,0
SEC_MD5_001151,Amazon Web Services,IAM Authentication Layer,Vector Injection,39.06,100.0,1
SEC_MD5_001152,Alphabet Inc.,Edge Computing Node,Vector Injection,51.006,100.0,1
SEC_MD5_001153,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,11.505,57.59,0
SEC_MD5_001154,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,5.757,36.66,0
SEC_MD5_001155,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,12.937,54.82,0
SEC_MD5_001156,Alphabet Inc.,Distributed Core Database,Exfiltration Attempt,8.533,58.54,0
SEC_MD5_001157,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,11.758,50.91,0
SEC_MD5_001158,Apple Inc.,Distributed Core Database,Vector Injection,48.118,100.0,1
SEC_MD5_001159,Meta Platforms,IAM Authentication Layer,Vector Injection,5.086,64.36,0
SEC_MD5_001160,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,19.808,79.94,1
SEC_MD5_001161,Microsoft Corp.,Distributed Core Database,Token Hijacking,3.78,28.06,0
SEC_MD5_001162,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,28.443,91.9,1
SEC_MD5_001163,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,8.205,47.59,0
SEC_MD5_001164,Meta Platforms,Distributed Core Database,Exfiltration Attempt,11.2,49.92,0
SEC_MD5_001165,Amazon Web Services,IAM Authentication Layer,Token Hijacking,23.707,76.86,1
SEC_MD5_001166,Amazon Web Services,Distributed Core Database,Token Hijacking,27.08,78.62,1
SEC_MD5_001167,Amazon Web Services,Distributed Core Database,Vector Injection,14.128,64.93,0
SEC_MD5_001168,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,8.149,35.9,0
SEC_MD5_001169,Apple Inc.,IAM Authentication Layer,Token Hijacking,20.9,69.65,0
SEC_MD5_001170,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,8.031,33.17,0
SEC_MD5_001171,Meta Platforms,IAM Authentication Layer,Vector Injection,7.49,50.8,0
SEC_MD5_001172,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,15.964,49.12,0
SEC_MD5_001173,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,15.027,68.33,0
SEC_MD5_001174,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,34.609,93.9,1
SEC_MD5_001175,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,71.4,100.0,1
SEC_MD5_001176,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,17.601,80.45,1
SEC_MD5_001177,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,86.908,100.0,1
SEC_MD5_001178,Amazon Web Services,API Gateway Endpoint,Vector Injection,27.433,69.0,0
SEC_MD5_001179,Amazon Web Services,Distributed Core Database,Token Hijacking,10.229,64.58,0
SEC_MD5_001180,Meta Platforms,Distributed Core Database,Exfiltration Attempt,9.526,37.23,0
SEC_MD5_001181,Amazon Web Services,Distributed Core Database,Token Hijacking,6.046,32.76,0
SEC_MD5_001182,Apple Inc.,IAM Authentication Layer,Vector Injection,5.119,36.77,0
SEC_MD5_001183,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,70.19,100.0,1
SEC_MD5_001184,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,6.359,29.49,0
SEC_MD5_001185,Meta Platforms,Edge Computing Node,Vector Injection,21.331,83.18,1
SEC_MD5_001186,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,14.294,49.25,0
SEC_MD5_001187,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,21.263,70.32,0
SEC_MD5_001188,Alphabet Inc.,Distributed Core Database,Token Hijacking,6.39,32.44,0
SEC_MD5_001189,Alphabet Inc.,IAM Authentication Layer,Vector Injection,33.985,92.61,1
SEC_MD5_001190,Microsoft Corp.,Distributed Core Database,Vector Injection,10.704,44.02,0
SEC_MD5_001191,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,31.426,94.87,1
SEC_MD5_001192,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,14.102,45.39,0
SEC_MD5_001193,Alphabet Inc.,IAM Authentication Layer,Vector Injection,43.737,100.0,1
SEC_MD5_001194,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,88.27,100.0,1
SEC_MD5_001195,Meta Platforms,API Gateway Endpoint,Token Hijacking,9.464,43.71,0
SEC_MD5_001196,Amazon Web Services,IAM Authentication Layer,Token Hijacking,16.276,62.07,0
SEC_MD5_001197,Apple Inc.,IAM Authentication Layer,Vector Injection,36.865,85.55,1
SEC_MD5_001198,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,7.627,72.33,0
SEC_MD5_001199,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,30.162,91.98,1
SEC_MD5_001200,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,8.282,17.08,0
SEC_MD5_001201,Apple Inc.,Edge Computing Node,Token Hijacking,7.522,60.24,0
SEC_MD5_001202,Amazon Web Services,IAM Authentication Layer,Token Hijacking,6.858,49.55,0
SEC_MD5_001203,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,23.573,82.02,1
SEC_MD5_001204,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,34.71,100.0,1
SEC_MD5_001205,Microsoft Corp.,Edge Computing Node,Vector Injection,20.629,77.54,1
SEC_MD5_001206,Microsoft Corp.,Edge Computing Node,Token Hijacking,29.506,83.52,1
SEC_MD5_001207,Apple Inc.,IAM Authentication Layer,Vector Injection,14.393,53.67,0
SEC_MD5_001208,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,29.508,100.0,1
SEC_MD5_001209,Alphabet Inc.,Distributed Core Database,Token Hijacking,12.894,53.44,0
SEC_MD5_001210,Meta Platforms,IAM Authentication Layer,Vector Injection,8.512,58.16,0
SEC_MD5_001211,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,23.231,69.84,0
SEC_MD5_001212,Amazon Web Services,IAM Authentication Layer,Token Hijacking,10.48,57.97,0
SEC_MD5_001213,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,29.766,97.6,1
SEC_MD5_001214,Amazon Web Services,Edge Computing Node,Token Hijacking,11.415,52.37,0
SEC_MD5_001215,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,16.266,58.92,0
SEC_MD5_001216,Alphabet Inc.,Distributed Core Database,Vector Injection,7.268,31.82,0
SEC_MD5_001217,Apple Inc.,Distributed Core Database,Exfiltration Attempt,8.142,29.61,0
SEC_MD5_001218,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,4.298,41.88,0
SEC_MD5_001219,Microsoft Corp.,Distributed Core Database,Vector Injection,17.088,66.98,0
SEC_MD5_001220,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,12.627,52.5,0
SEC_MD5_001221,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,40.744,100.0,1
SEC_MD5_001222,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,11.228,36.22,0
SEC_MD5_001223,Meta Platforms,Edge Computing Node,Token Hijacking,7.352,53.53,0
SEC_MD5_001224,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,3.547,45.92,0
SEC_MD5_001225,Amazon Web Services,IAM Authentication Layer,Vector Injection,5.033,48.83,0
SEC_MD5_001226,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,8.702,38.81,0
SEC_MD5_001227,Amazon Web Services,IAM Authentication Layer,Vector Injection,8.744,40.09,0
SEC_MD5_001228,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,11.551,55.96,0
SEC_MD5_001229,Amazon Web Services,API Gateway Endpoint,Vector Injection,8.143,30.45,0
SEC_MD5_001230,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,11.582,51.42,0
SEC_MD5_001231,Amazon Web Services,IAM Authentication Layer,Token Hijacking,14.139,49.51,0
SEC_MD5_001232,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,9.452,52.23,0
SEC_MD5_001233,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,29.296,80.43,1
SEC_MD5_001234,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,27.536,69.16,0
SEC_MD5_001235,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,5.471,44.82,0
SEC_MD5_001236,Meta Platforms,API Gateway Endpoint,Vector Injection,15.311,25.85,0
SEC_MD5_001237,Apple Inc.,IAM Authentication Layer,Vector Injection,73.862,100.0,1
SEC_MD5_001238,Apple Inc.,Edge Computing Node,Vector Injection,5.475,28.13,0
SEC_MD5_001239,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,33.143,100.0,1
SEC_MD5_001240,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,33.327,91.96,1
SEC_MD5_001241,Alphabet Inc.,Edge Computing Node,Vector Injection,11.399,45.69,0
SEC_MD5_001242,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,9.202,51.22,0
SEC_MD5_001243,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,14.478,55.26,0
SEC_MD5_001244,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,6.377,35.05,0
SEC_MD5_001245,Meta Platforms,Distributed Core Database,Zero-Day Vulnerability,10.743,40.07,0
SEC_MD5_001246,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,16.006,61.22,0
SEC_MD5_001247,Apple Inc.,Distributed Core Database,Vector Injection,12.54,57.29,0
SEC_MD5_001248,Meta Platforms,Edge Computing Node,Zero-Day Vulnerability,9.713,53.07,0
SEC_MD5_001249,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,8.618,44.25,0
SEC_MD5_001250,Apple Inc.,API Gateway Endpoint,Token Hijacking,24.512,76.86,1
SEC_MD5_001251,Meta Platforms,Distributed Core Database,Token Hijacking,10.316,36.69,0
SEC_MD5_001252,Meta Platforms,API Gateway Endpoint,Token Hijacking,7.702,39.47,0
SEC_MD5_001253,Amazon Web Services,API Gateway Endpoint,Vector Injection,6.575,29.57,0
SEC_MD5_001254,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,18.238,83.53,1
SEC_MD5_001255,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,25.405,76.82,1
SEC_MD5_001256,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,5.71,43.38,0
SEC_MD5_001257,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,18.683,64.3,0
SEC_MD5_001258,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,13.37,37.18,0
SEC_MD5_001259,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,39.396,100.0,1
SEC_MD5_001260,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,17.912,39.38,0
SEC_MD5_001261,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,14.259,31.67,0
SEC_MD5_001262,Alphabet Inc.,API Gateway Endpoint,Vector Injection,15.18,58.23,0
SEC_MD5_001263,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,9.545,67.58,0
SEC_MD5_001264,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,12.418,69.52,0
SEC_MD5_001265,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,14.92,75.93,1
SEC_MD5_001266,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,15.643,55.44,0
SEC_MD5_001267,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,9.224,56.66,0
SEC_MD5_001268,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,33.183,100.0,1
SEC_MD5_001269,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,8.662,52.37,0
SEC_MD5_001270,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,4.402,16.36,0
SEC_MD5_001271,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,7.201,65.76,0
SEC_MD5_001272,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,37.557,71.29,0
SEC_MD5_001273,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,8.401,42.05,0
SEC_MD5_001274,Apple Inc.,Distributed Core Database,Token Hijacking,10.841,71.42,0
SEC_MD5_001275,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,23.712,77.18,1
SEC_MD5_001276,Microsoft Corp.,Edge Computing Node,Token Hijacking,20.818,75.29,1
SEC_MD5_001277,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,11.611,75.92,1
SEC_MD5_001278,Meta Platforms,Edge Computing Node,Vector Injection,25.183,89.06,1
SEC_MD5_001279,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,30.031,88.67,1
SEC_MD5_001280,Alphabet Inc.,Edge Computing Node,Token Hijacking,7.555,58.67,0
SEC_MD5_001281,Apple Inc.,Edge Computing Node,Exfiltration Attempt,19.071,76.16,1
SEC_MD5_001282,Alphabet Inc.,API Gateway Endpoint,Vector Injection,22.202,85.31,1
SEC_MD5_001283,Apple Inc.,Distributed Core Database,Token Hijacking,18.895,66.33,0
SEC_MD5_001284,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,17.165,49.98,0
SEC_MD5_001285,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,22.44,69.28,0
SEC_MD5_001286,Amazon Web Services,Distributed Core Database,Vector Injection,10.447,39.41,0
SEC_MD5_001287,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,12.024,54.75,0
SEC_MD5_001288,Apple Inc.,IAM Authentication Layer,Vector Injection,58.045,100.0,1
SEC_MD5_001289,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,89.23,100.0,1
SEC_MD5_001290,Apple Inc.,Edge Computing Node,Token Hijacking,27.883,92.54,1
SEC_MD5_001291,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,9.502,55.53,0
SEC_MD5_001292,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,37.952,99.88,1
SEC_MD5_001293,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,8.584,35.82,0
SEC_MD5_001294,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,16.973,60.51,0
SEC_MD5_001295,Amazon Web Services,Edge Computing Node,Token Hijacking,20.721,97.95,1
SEC_MD5_001296,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,10.681,61.05,0
SEC_MD5_001297,Meta Platforms,Distributed Core Database,Token Hijacking,11.954,48.3,0
SEC_MD5_001298,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,4.767,46.27,0
SEC_MD5_001299,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,11.5,39.56,0
